gym,fighter_count,example_fighters,google_search_url,google_places_query,resolved_address,latitude,longitude,elevation_m,elevation_ft,google_place_id,lookup_status,notes
Team Compton Training Centre,3,Dom Mar Fan; Stewart Nicoll; Tom Nolan,https://www.google.com/search?q=Team+Compton+Training+Centre+MMA+gym+location+elevation,Team Compton Training Centre,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Crossface,1,Sam Patterson,https://www.google.com/search?q=Team+Crossface+MMA+gym+location+elevation,Team Crossface,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Curran,1,Felice Herrig,https://www.google.com/search?q=Team+Curran+MMA+gym+location+elevation,Team Curran,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Diakiese,1,Marc Diakiese,https://www.google.com/search?q=Team+Diakiese+MMA+gym+location+elevation,Team Diakiese,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Elevation,2,Abdul Razak Alhassan; Shana Dobson,https://www.google.com/search?q=Team+Elevation+MMA+gym+location+elevation,Team Elevation,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Team Ferreira BJJ- Pharr, TX",1,Diego Ferreira,https://www.google.com/search?q=Team+Ferreira+BJJ-+Pharr%2C+TX+MMA+gym+location+elevation,"Team Ferreira BJJ- Pharr, TX",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Figueiredo,3,Deiveson Figueiredo; Francisco Figueiredo; Zarah Fairn,https://www.google.com/search?q=Team+Figueiredo+MMA+gym+location+elevation,Team Figueiredo,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Fish Tank,1,Mick Parkin,https://www.google.com/search?q=Team+Fish+Tank+MMA+gym+location+elevation,Team Fish Tank,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Fluffy,1,Anthony Hernandez,https://www.google.com/search?q=Team+Fluffy+MMA+gym+location+elevation,Team Fluffy,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Fusion,1,Julius Walker,https://www.google.com/search?q=Team+Fusion+MMA+gym+location+elevation,Team Fusion,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Garry,1,Ian Machado Garry,https://www.google.com/search?q=Team+Garry+MMA+gym+location+elevation,Team Garry,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Germaine- csa Holland,1,Germaine de Randamie,https://www.google.com/search?q=Team+Germaine-+csa+Holland+MMA+gym+location+elevation,Team Germaine- csa Holland,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Gracie,1,Kron Gracie,https://www.google.com/search?q=Team+Gracie+MMA+gym+location+elevation,Team Gracie,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Grishin,1,Max Grishin,https://www.google.com/search?q=Team+Grishin+MMA+gym+location+elevation,Team Grishin,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Ground Control,1,Tucker Lutz,https://www.google.com/search?q=Team+Ground+Control+MMA+gym+location+elevation,Team Ground Control,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Hafez,1,Bassil Hafez,https://www.google.com/search?q=Team+Hafez+MMA+gym+location+elevation,Team Hafez,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Herman,1,Ed Herman,https://www.google.com/search?q=Team+Herman+MMA+gym+location+elevation,Team Herman,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Hu,1,Hu Yaozong,https://www.google.com/search?q=Team+Hu+MMA+gym+location+elevation,Team Hu,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Team Irish MMA- Brewer, ME",1,Tim Boetsch,https://www.google.com/search?q=Team+Irish+MMA-+Brewer%2C+ME+MMA+gym+location+elevation,"Team Irish MMA- Brewer, ME",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Jones,1,Jon Jones,https://www.google.com/search?q=Team+Jones+MMA+gym+location+elevation,Team Jones,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Kaobon,2,Mike Grundy; Tom Aspinall,https://www.google.com/search?q=Team+Kaobon+MMA+gym+location+elevation,Team Kaobon,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Kazula,1,Kazula Vargas,https://www.google.com/search?q=Team+Kazula+MMA+gym+location+elevation,Team Kazula,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Lee,1,Andrea Lee,https://www.google.com/search?q=Team+Lee+MMA+gym+location+elevation,Team Lee,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Link Hooksett,1,Joey Gomez,https://www.google.com/search?q=Team+Link+Hooksett+MMA+gym+location+elevation,Team Link Hooksett,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Lion,1,Zarrukh Adashev,https://www.google.com/search?q=Team+Lion+MMA+gym+location+elevation,Team Lion,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Lloyd Irvin,1,Tafon Nchukwi,https://www.google.com/search?q=Team+Lloyd+Irvin+MMA+gym+location+elevation,Team Lloyd Irvin,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Lucas Mineiro,1,Kevin Vallejos,https://www.google.com/search?q=Team+Lucas+Mineiro+MMA+gym+location+elevation,Team Lucas Mineiro,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Team MAD Busan, South Korea",2,Dong Hyun Kim; Dong Hyun Ma,https://www.google.com/search?q=Team+MAD+Busan%2C+South+Korea+MMA+gym+location+elevation,"Team MAD Busan, South Korea",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Malecki,1,Bea Malecki,https://www.google.com/search?q=Team+Malecki+MMA+gym+location+elevation,Team Malecki,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Marquez MMA,1,Joe Pyfer,https://www.google.com/search?q=Team+Marquez+MMA+MMA+gym+location+elevation,Team Marquez MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Moreno,1,Brandon Moreno,https://www.google.com/search?q=Team+Moreno+MMA+gym+location+elevation,Team Moreno,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Morocco,1,Ottman Azaitar,https://www.google.com/search?q=Team+Morocco+MMA+gym+location+elevation,Team Morocco,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Nogueira - Rio de Janeiro,2,Antonio Rogerio Nogueira; Vitor Miranda,https://www.google.com/search?q=Team+Nogueira+-+Rio+de+Janeiro+MMA+gym+location+elevation,Team Nogueira - Rio de Janeiro,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Nunes,1,Amanda Nunes,https://www.google.com/search?q=Team+Nunes+MMA+gym+location+elevation,Team Nunes,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Nurmagomedov,1,Said Nurmagomedov,https://www.google.com/search?q=Team+Nurmagomedov+MMA+gym+location+elevation,Team Nurmagomedov,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Ortega,1,Brian Ortega,https://www.google.com/search?q=Team+Ortega+MMA+gym+location+elevation,Team Ortega,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Oyama,7,Alex Perez; Ding Meng; Fernando Padilla; Frank Camacho; Gianni Vazquez,https://www.google.com/search?q=Team+Oyama+MMA+gym+location+elevation,Team Oyama,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Team Oyama - Irvine, CA",3,Carla Esparza; Ian McCall; Yuma Horiuchi,https://www.google.com/search?q=Team+Oyama+-+Irvine%2C+CA+MMA+gym+location+elevation,"Team Oyama - Irvine, CA",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Perry,1,Mike Perry,https://www.google.com/search?q=Team+Perry+MMA+gym+location+elevation,Team Perry,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Pogues,1,Jamal Pogues,https://www.google.com/search?q=Team+Pogues+MMA+gym+location+elevation,Team Pogues,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Potieria,1,Ihor Potieria,https://www.google.com/search?q=Team+Potieria+MMA+gym+location+elevation,Team Potieria,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Quest,2,Ashley Yoder; Sam Alvey,https://www.google.com/search?q=Team+Quest+MMA+gym+location+elevation,Team Quest,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Reis & M80 Wrestling,1,Talita Alencar,https://www.google.com/search?q=Team+Reis+%26+M80+Wrestling+MMA+gym+location+elevation,Team Reis & M80 Wrestling,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Roberson,1,Karl Roberson,https://www.google.com/search?q=Team+Roberson+MMA+gym+location+elevation,Team Roberson,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Robertson,1,Kenny Robertson,https://www.google.com/search?q=Team+Robertson+MMA+gym+location+elevation,Team Robertson,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Team ROC Charlotte, NC",1,Jordan Rinaldi,https://www.google.com/search?q=Team+ROC+Charlotte%2C+NC+MMA+gym+location+elevation,"Team ROC Charlotte, NC",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Romanov,1,Alexandr Romanov,https://www.google.com/search?q=Team+Romanov+MMA+gym+location+elevation,Team Romanov,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Team Ryano Dublin, Republic of Ireland",1,Neil Seery,https://www.google.com/search?q=Team+Ryano+Dublin%2C+Republic+of+Ireland+MMA+gym+location+elevation,"Team Ryano Dublin, Republic of Ireland",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Serra/Longo,1,Merab Dvalishvili,https://www.google.com/search?q=Team+Serra%2FLongo+MMA+gym+location+elevation,Team Serra/Longo,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Sheetara,1,Mayra Bueno Silva,https://www.google.com/search?q=Team+Sheetara+MMA+gym+location+elevation,Team Sheetara,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Stewart,1,Darren Stewart,https://www.google.com/search?q=Team+Stewart+MMA+gym+location+elevation,Team Stewart,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Taha,1,Khalid Taha,https://www.google.com/search?q=Team+Taha+MMA+gym+location+elevation,Team Taha,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Team Takedown- Arlington, TX",1,Chas Skelly,https://www.google.com/search?q=Team+Takedown-+Arlington%2C+TX+MMA+gym+location+elevation,"Team Takedown- Arlington, TX",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Team Tavares- Florianopolis, Brasil",1,Thiago Tavares,https://www.google.com/search?q=Team+Tavares-+Florianopolis%2C+Brasil+MMA+gym+location+elevation,"Team Tavares- Florianopolis, Brasil",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Thriving,1,Jarno Errens,https://www.google.com/search?q=Team+Thriving+MMA+gym+location+elevation,Team Thriving,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Topuria,1,Ilia Topuria,https://www.google.com/search?q=Team+Topuria+MMA+gym+location+elevation,Team Topuria,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Tuivasa,1,Tai Tuivasa,https://www.google.com/search?q=Team+Tuivasa+MMA+gym+location+elevation,Team Tuivasa,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Zellhuber,1,Daniel Zellhuber,https://www.google.com/search?q=Team+Zellhuber+MMA+gym+location+elevation,Team Zellhuber,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Team Zhang,1,Zhang Weili,https://www.google.com/search?q=Team+Zhang+MMA+gym+location+elevation,Team Zhang,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"TeamMAD- Busan, South Korea",1,Seohee Ham,https://www.google.com/search?q=TeamMAD-+Busan%2C+South+Korea+MMA+gym+location+elevation,"TeamMAD- Busan, South Korea",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Teixeira / Novaumiao,1,Caio Magalhaes,https://www.google.com/search?q=Teixeira+%2F+Novaumiao+MMA+gym+location+elevation,Teixeira / Novaumiao,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Teixeira MMA & Fitness-Bethel, CT",5,Alex Pereira; Glover Teixeira; Sabina Mazo; Wellington Turman; Yousri Belgaroui,https://www.google.com/search?q=Teixeira+MMA+%26+Fitness-Bethel%2C+CT+MMA+gym+location+elevation,"Teixeira MMA & Fitness-Bethel, CT",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Temecula,1,Tarec Saffiedine,https://www.google.com/search?q=Temecula+MMA+gym+location+elevation,Temecula,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"TFT - Rio De Janeiro, Brazil",1,Bruno Korea,https://www.google.com/search?q=TFT+-+Rio+De+Janeiro%2C+Brazil+MMA+gym+location+elevation,"TFT - Rio De Janeiro, Brazil",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
TFT/ATT,1,Luis Henrique,https://www.google.com/search?q=TFT%2FATT+MMA+gym+location+elevation,TFT/ATT,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Thai Brasil,1,Carlos Leal,https://www.google.com/search?q=Thai+Brasil+MMA+gym+location+elevation,Thai Brasil,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Thai Brasil Floripa,1,Nicolle Caliari,https://www.google.com/search?q=Thai+Brasil+Floripa+MMA+gym+location+elevation,Thai Brasil Floripa,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
The Academy Fight Club,1,Tommy Gantt,https://www.google.com/search?q=The+Academy+Fight+Club+MMA+gym+location+elevation,The Academy Fight Club,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
The Academy Fight Club and Blackxicans,1,Imanol Rodriguez,https://www.google.com/search?q=The+Academy+Fight+Club+and+Blackxicans+MMA+gym+location+elevation,The Academy Fight Club and Blackxicans,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
The Academy of Minnesota,1,Quang Le,https://www.google.com/search?q=The+Academy+of+Minnesota+MMA+gym+location+elevation,The Academy of Minnesota,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
The Block Bali,1,Xiong Jingnan,https://www.google.com/search?q=The+Block+Bali+MMA+gym+location+elevation,The Block Bali,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
The Den Training Center,1,Ethyn Ewing,https://www.google.com/search?q=The+Den+Training+Center+MMA+gym+location+elevation,The Den Training Center,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
The Fight Centre & City Kickboxing,1,Ben Johnston,https://www.google.com/search?q=The+Fight+Centre+%26+City+Kickboxing+MMA+gym+location+elevation,The Fight Centre & City Kickboxing,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
The Fighting Nerds,10,Bruna Brasil; Caio Borralho; Carlos Prates; Cezary Oleksiejczuk; Jean Silva,https://www.google.com/search?q=The+Fighting+Nerds+MMA+gym+location+elevation,The Fighting Nerds,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
The Forge MMA,1,Kyle Daukaus,https://www.google.com/search?q=The+Forge+MMA+MMA+gym+location+elevation,The Forge MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
The Goat Shed,1,Gillian Robertson,https://www.google.com/search?q=The+Goat+Shed+MMA+gym+location+elevation,The Goat Shed,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
The HitPit Martial Arts,1,Jamie Pickett,https://www.google.com/search?q=The+HitPit+Martial+Arts+MMA+gym+location+elevation,The HitPit Martial Arts,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
The MMA Lab,9,Drakkar Klose; Eric McConico; Jackson McVey; Jose Miguel Delgado; Julian Marquez,https://www.google.com/search?q=The+MMA+Lab+MMA+gym+location+elevation,The MMA Lab,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"The Nest / Sanchez BJJ - Maui, HI",1,Cortney Casey,https://www.google.com/search?q=The+Nest+%2F+Sanchez+BJJ+-+Maui%2C+HI+MMA+gym+location+elevation,"The Nest / Sanchez BJJ - Maui, HI",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
The Pit,1,Cody Gibson,https://www.google.com/search?q=The+Pit+MMA+gym+location+elevation,The Pit,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"The Pit - Cuba, MO",1,Jake Collier,https://www.google.com/search?q=The+Pit+-+Cuba%2C+MO+MMA+gym+location+elevation,"The Pit - Cuba, MO",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
The Q,2,Artur Minev; Ozzy Diaz,https://www.google.com/search?q=The+Q+MMA+gym+location+elevation,The Q,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
The Sound Martial Arts,1,Jamey-Lyn Horth,https://www.google.com/search?q=The+Sound+Martial+Arts+MMA+gym+location+elevation,The Sound Martial Arts,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
The Striking Institute,1,Thomas Petersen,https://www.google.com/search?q=The+Striking+Institute+MMA+gym+location+elevation,The Striking Institute,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
The Treigning Lab,1,TJ Dillashaw,https://www.google.com/search?q=The+Treigning+Lab+MMA+gym+location+elevation,The Treigning Lab,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
The UFC Performance Institute,2,Duško Todorović; Malcolm Gordon,https://www.google.com/search?q=The+UFC+Performance+Institute+MMA+gym+location+elevation,The UFC Performance Institute,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
The Wolves’ Den Training Center,1,Sean Woodson,https://www.google.com/search?q=The+Wolves%E2%80%99+Den+Training+Center+MMA+gym+location+elevation,The Wolves’ Den Training Center,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Thornton Mixed Martial Arts,1,William Knight,https://www.google.com/search?q=Thornton+Mixed+Martial+Arts+MMA+gym+location+elevation,Thornton Mixed Martial Arts,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Tiger Beetle Martial Arts,1,JJ Aldrich,https://www.google.com/search?q=Tiger+Beetle+Martial+Arts+MMA+gym+location+elevation,Tiger Beetle Martial Arts,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Tiger Muay Thai - Phuket, Thailand",7,HyunSung Park; Mairbek Taisumov; Nick Hein; Ning Guangyou; Rafael Fiziev,https://www.google.com/search?q=Tiger+Muay+Thai+-+Phuket%2C+Thailand+MMA+gym+location+elevation,"Tiger Muay Thai - Phuket, Thailand",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Tiger Schulmann's MMA - Elmwood Park, NJ",4,Jimmie Rivera; Lyman Good; Michael Trizano; Shane Burgos,https://www.google.com/search?q=Tiger+Schulmann%27s+MMA+-+Elmwood+Park%2C+NJ+MMA+gym+location+elevation,"Tiger Schulmann's MMA - Elmwood Park, NJ",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Tillery Combat MMA Academy - Wales,1,Jack Marshman,https://www.google.com/search?q=Tillery+Combat+MMA+Academy+-+Wales+MMA+gym+location+elevation,Tillery Combat MMA Academy - Wales,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Titans MMA,1,Gavin Tucker,https://www.google.com/search?q=Titans+MMA+MMA+gym+location+elevation,Titans MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"TKMMA Fit, Akhmat MMA",1,Khamzat Chimaev,https://www.google.com/search?q=TKMMA+Fit%2C+Akhmat+MMA+MMA+gym+location+elevation,"TKMMA Fit, Akhmat MMA",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Tobet Top Team,1,Diyar Nurgozhay,https://www.google.com/search?q=Tobet+Top+Team+MMA+gym+location+elevation,Tobet Top Team,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Toms river, New Jersey",1,Frankie Edgar,https://www.google.com/search?q=Toms+river%2C+New+Jersey+MMA+gym+location+elevation,"Toms river, New Jersey",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Top Brother,1,Raoni Barcelos,https://www.google.com/search?q=Top+Brother+MMA+gym+location+elevation,Top Brother,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Top Notch- Chicago, IL/MMA Masters- Miami, FL",1,Ricardo Lamas,https://www.google.com/search?q=Top+Notch-+Chicago%2C+IL%2FMMA+Masters-+Miami%2C+FL+MMA+gym+location+elevation,"Top Notch- Chicago, IL/MMA Masters- Miami, FL",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Toshido MMA - Kelowna, BC Canada",2,Sarah Moras; Shane Campbell,https://www.google.com/search?q=Toshido+MMA+-+Kelowna%2C+BC+Canada+MMA+gym+location+elevation,"Toshido MMA - Kelowna, BC Canada",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Train4Life,1,Terrance Saeteurn,https://www.google.com/search?q=Train4Life+MMA+gym+location+elevation,Train4Life,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Trifecta MMA,1,Marion Reneau,https://www.google.com/search?q=Trifecta+MMA+MMA+gym+location+elevation,Trifecta MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Triforce MMA, Pawtucket, RI",1,Eric Spicely,https://www.google.com/search?q=Triforce+MMA%2C+Pawtucket%2C+RI+MMA+gym+location+elevation,"Triforce MMA, Pawtucket, RI",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Triple One Gym Duesseldorf,1,Islam Dulatov,https://www.google.com/search?q=Triple+One+Gym+Duesseldorf+MMA+gym+location+elevation,Triple One Gym Duesseldorf,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Tristar,1,Yohan Lainesse,https://www.google.com/search?q=Tristar+MMA+gym+location+elevation,Tristar,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
